,img_filename,category,Compacidad,Redondez,Relacion entre lados,Primer Momento,Segundo Momento,Tercer Momento,Cuarto Momento,Quinto Momento,Sexto Momento,Septimo Momento,Entropia,Porcentaje de Area Rellena,Umbral usado,x,y,w,h,index
13,data/traffic_signs/Ceda_el_Paso/Cedapaso15.jpg,Ceda_el_Paso,15.11542879,0.831360512,1.029972752,3.037293955,7.977199281,9.357431322,12.99049391,24.179772,16.98737393,-24.74788113,-5.96001339,40.97345305,156,1080,677,379,368,0
14,data/traffic_signs/Ceda_el_Paso/Cedapaso15.jpg,ruido,8366.28746,0.001502025,1.005535055,2.603717226,6.434034216,8.0079299,9.682635702,19.17127039,-12.96282357,-18.53944033,-7.725534916,40.41416979,107,3069,634,1091,1085,1
15,data/traffic_signs/Ceda_el_Paso/Cedapaso16.jpg,ruido,13.76197398,0.913122684,1.099009901,2.994827982,7.000897973,10.7670894,11.68906955,-24.4350079,-15.37498425,22.91734911,-5.710503101,57.77110372,207,3735,1969,223,203,0
16,data/traffic_signs/Ceda_el_Paso/Cedapaso16.jpg,ruido,5778.409551,0.002174711,1.283783784,2.633808227,6.10253932,8.28640819,9.944939818,-19.07698057,-13.61125617,-19.63014173,-7.727149963,41.52588855,118,3304,855,856,667,1
17,data/traffic_signs/Ceda_el_Paso/Cedapaso16.jpg,Ceda_el_Paso,14.94606004,0.840781489,1.031518625,3.049413445,8.223923904,9.377126081,13.57617637,-25.59041738,18.29302193,25.0719047,-5.538486481,42.22537568,173,1334,824,361,350,2
18,data/traffic_signs/Ceda_el_Paso/Cedapaso17.jpg,ruido,14.4505661,0.869610957,1.298039216,3.07814213,7.084629777,10.91545088,11.4223216,22.64617733,14.96504414,22.91642942,-6.145022392,81.05001427,192,817,1927,332,256,0
19,data/traffic_signs/Ceda_el_Paso/Cedapaso17.jpg,Ceda_el_Paso,14.88699593,0.844117287,1.034682081,3.040466432,9.924543641,9.343650291,13.16805527,-25.04251441,18.54566758,-24.4368629,-6.264876366,40.73562036,132,2572,972,359,347,1
20,data/traffic_signs/Ceda_el_Paso/Cedapaso18.jpg,ruido,1945.546422,0.006459044,1.469483568,3.00710177,7.06727413,10.6440947,12.06230072,-23.41834854,-15.62992806,-24.35786768,-6.033392429,70.86492606,202,0,2449,214,314,0
21,data/traffic_signs/Ceda_el_Paso/Cedapaso18.jpg,Ceda_el_Paso,17.04562806,0.737219572,1.082390953,3.040415005,9.171993138,9.313070258,13.74520559,-25.33382187,18.52757518,25.58460198,-5.490515232,38.62557788,154,2477,409,671,620,1
22,data/traffic_signs/Ceda_el_Paso/Cedapaso19.jpg,ruido,2155.154917,0.005830843,1.289156627,3.065316083,7.103492582,10.96884309,11.14274218,-22.51091446,-14.69528059,22.25734907,-7.62297821,44.97105233,141,3910,1963,250,322,0
23,data/traffic_signs/Ceda_el_Paso/Cedapaso19.jpg,Ceda_el_Paso,16.97668308,0.740213536,1.082293819,3.039445382,9.111621906,9.304716394,13.730213,-25.24973882,-18.5845105,26.26003256,-5.682350159,38.13253198,156,2047,1046,643,606,1
24,data/traffic_signs/Ceda_el_Paso/Cedapaso2.jpg,Ceda_el_Paso,15.75608851,0.797556488,1.051057872,3.046701481,8.294611853,9.341460552,11.88355565,-22.66912223,-16.03892532,-22.6261571,-5.850211143,36.66951212,146,890,605,443,439,0
25,data/traffic_signs/Ceda_el_Paso/Cedapaso20.jpg,Ceda_el_Paso,18.33753596,0.685281307,1.099361055,3.030959921,9.039054213,9.305879403,12.97715825,-24.20604553,-17.79506441,-24.35859843,-6.040547371,37.21085507,102,2211,742,960,879,0
26,data/traffic_signs/Ceda_el_Paso/Cedapaso21.jpg,ruido,2102.945785,0.005975604,1.036630037,3.073989331,7.44072496,10.46106753,11.01743152,-22.07196773,14.7936431,21.81459887,-6.36636734,78.05286206,173,0,2067,274,284,0
27,data/traffic_signs/Ceda_el_Paso/Cedapaso21.jpg,ruido,14.09730545,0.891402308,1.305555556,2.94760877,7.215726068,11.7532933,11.14106268,-22.61811335,14.82020935,-23.03374588,-4.977117538,55.52531621,146,1928,1902,283,217,1
28,data/traffic_signs/Ceda_el_Paso/Cedapaso21.jpg,Ceda_el_Paso,14.80855265,0.848588712,1.029850746,3.040863567,8.339232094,9.356579008,12.47055206,-23.41781799,-16.75430267,23.80530955,-6.122491837,41.05691518,130,1666,885,346,336,2
29,data/traffic_signs/Ceda_el_Paso/Cedapaso21.jpg,ruido,4163.562561,0.003018177,1.034358047,2.615218407,5.853033338,8.339655878,11.02636039,20.72516386,14.04804981,-21.28633094,-7.617747307,40.41272829,96,3587,830,573,554,3
30,data/traffic_signs/Ceda_el_Paso/Cedapaso22.jpg,ruido,1866.454347,0.00673275,1.112149533,2.989164905,8.607043626,11.29326573,11.27004312,-22.55289809,15.59738593,23.68098535,-6.876207352,57.70626922,132,3945,1801,215,239,0
31,data/traffic_signs/Ceda_el_Paso/Cedapaso22.jpg,ruido,4872.482313,0.002579049,1.181487982,2.682707387,5.512775598,9.414012035,9.718350743,19.28599365,12.5192701,-20.37123764,-6.180527687,22.48669421,102,0,1523,652,552,1
32,data/traffic_signs/Ceda_el_Paso/Cedapaso22.jpg,Ceda_el_Paso,14.74337807,0.852339983,1.052147239,3.112119138,8.539136539,9.942242147,12.93061344,-26.12806525,-17.42435399,24.36710651,-5.92372179,62.34004719,113,2211,605,344,327,2
33,data/traffic_signs/Ceda_el_Paso/Cedapaso23.jpg,ruido,14.55906387,0.8631304,1.026490066,2.903032481,6.896809468,10.78914789,9.943260607,-20.36297571,-13.39240042,-20.63982735,-7.446890831,47.59339379,126,1945,1132,466,454,0
34,data/traffic_signs/Ceda_el_Paso/Cedapaso23.jpg,ruido,14.31831133,0.877643342,1.269767442,2.953530849,7.105054552,10.49048959,10.21289579,20.67116256,13.80628241,20.77025182,-7.548832417,53.2168007,138,1127,957,274,216,1
35,data/traffic_signs/Ceda_el_Paso/Cedapaso23.jpg,Ceda_el_Paso,14.74299481,0.852362141,1.046153846,3.110336466,8.677674103,9.919534944,12.8881997,24.33784723,-17.22708608,-24.65259339,-5.960680008,62.73778573,106,1829,608,341,326,2
36,data/traffic_signs/Ceda_el_Paso/Cedapaso24.jpg,ruido,13.92064065,0.902714963,1.098591549,2.985444326,7.673212804,10.1795084,11.381695,-22.68541591,-15.50509995,-22.18275224,-6.67275095,56.8156901,134,3629,1731,214,235,0
37,data/traffic_signs/Ceda_el_Paso/Cedapaso24.jpg,ruido,13.90890097,0.903476891,1.147058824,2.969740185,7.490147202,10.71033166,10.36164439,20.91561234,14.19228757,21.4475436,-7.45159483,54.67115849,132,1269,911,235,205,1
38,data/traffic_signs/Ceda_el_Paso/Cedapaso24.jpg,Ceda_el_Paso,14.73801472,0.852650161,1.052469136,3.113937112,8.653181315,9.933355852,12.93786992,24.37349464,-17.2686686,-26.50526513,-5.559103012,62.90591076,141,1946,540,342,325,2
39,data/traffic_signs/Ceda_el_Paso/Cedapaso25.jpg,ruido,14.04271901,0.894867341,1.242152466,2.742437431,7.911747385,10.32515628,10.23639946,-20.72633167,-14.87873617,20.62156818,-6.310492039,41.47630118,88,1160,1151,278,224,0
40,data/traffic_signs/Ceda_el_Paso/Cedapaso25.jpg,ruido,13.85926031,0.906712936,1.151960784,2.985469249,7.41371361,10.58527704,10.48385178,21.06899156,14.26410757,21.35962094,-7.52040863,56.07128574,153,1984,912,236,205,1
41,data/traffic_signs/Ceda_el_Paso/Cedapaso25.jpg,Ceda_el_Paso,14.86961988,0.845103689,1.064516129,3.11334303,8.322237856,9.889750866,12.76202472,-24.1689272,17.17200276,-24.34125722,-5.929925919,61.94900766,110,2721,504,364,342,2
42,data/traffic_signs/Ceda_el_Paso/Cedapaso26.jpg,ruido,13.74279438,0.914397048,1.056122449,2.994824459,7.984559375,10.70377873,10.70823236,21.43838583,14.99213583,21.90313734,-7.437964439,56.94160822,154,836,1760,208,197,0
43,data/traffic_signs/Ceda_el_Paso/Cedapaso26.jpg,Ceda_el_Paso,14.5580628,0.863189752,1.051948052,3.114199339,8.481861097,9.945215564,13.27750251,24.90045976,-17.52754409,25.53081637,-5.42992878,63.55430981,158,1467,1415,325,309,1
44,data/traffic_signs/Ceda_el_Paso/Cedapaso27.jpg,ruido,14.01218887,0.896817102,1.219047619,2.98182287,7.141175979,10.59179104,10.5556765,21.20498234,14.25531236,21.39529803,-7.517023087,56.32600954,147,247,1735,257,211,0
45,data/traffic_signs/Ceda_el_Paso/Cedapaso27.jpg,Ceda_el_Paso,14.69641967,0.855063403,1.040372671,3.110530032,8.368987667,9.95498636,13.18545217,-24.75692634,18.66181085,25.87537125,-5.953033447,63.09536811,105,921,1417,336,323,1
46,data/traffic_signs/Ceda_el_Paso/Cedapaso28.jpg,ruido,15.20751767,0.826326222,1.212580948,2.954761207,7.207673629,11.9921941,11.2970936,-23.09424419,-15.15438197,-23.09027882,-5.918245316,61.31601173,72,1290,670,462,560,0
47,data/traffic_signs/Ceda_el_Paso/Cedapaso28.jpg,Ceda_el_Paso,15.04775966,0.835099104,1.002770083,3.114345406,8.480911282,9.909326372,12.11104927,23.5429794,-16.7340755,-23.15484522,-5.383347511,61.74100982,114,2256,489,363,362,1
48,data/traffic_signs/Ceda_el_Paso/Cedapaso28.jpg,ruido,10907.49518,0.001152086,1.036516854,2.830881746,6.702088393,9.28526342,10.88044505,20.96596968,14.45515891,21.91972229,-6.137919903,55.68916755,63,0,231,1069,1108,2
49,data/traffic_signs/Ceda_el_Paso/Cedapaso29.jpg,ruido,15.82734225,0.793965937,1.489583333,2.97147123,7.015553325,10.11227786,10.84239844,21.34766176,14.37545326,21.7789288,-6.387860298,61.08966707,93,1195,732,481,716,0
50,data/traffic_signs/Ceda_el_Paso/Cedapaso29.jpg,Ceda_el_Paso,15.07613751,0.833527196,1.002754821,3.113040056,8.300676107,9.964213858,12.041024,23.65315678,-16.50981509,-23.05716934,-5.64164114,61.34216549,91,2186,568,364,365,1
51,data/traffic_signs/Ceda_el_Paso/Cedapaso29.jpg,ruido,9951.459918,0.001262767,1.320486815,2.735135903,6.683463144,8.840627129,9.471585741,18.67810887,-13.82831531,-18.96950299,-6.712426186,30.75635112,90,0,301,987,1303,2
52,data/traffic_signs/Ceda_el_Paso/Cedapaso3.jpg,Ceda_el_Paso,13.73424662,0.91496614,1.004950495,3.051621067,8.063336153,9.403614568,12.00625788,-22.98466736,-16.50249962,22.78368508,-6.082681656,47.43903518,126,1311,869,203,204,0
53,data/traffic_signs/Ceda_el_Paso/Cedapaso3.jpg,ruido,2027.994812,0.006196451,1.242857143,3.043596363,6.933789636,9.603587297,10.57673936,-20.78880381,-14.36431059,20.85038264,-4.891283035,77.70430677,238,2145,0,349,281,1
54,data/traffic_signs/Ceda_el_Paso/Cedapaso30.jpg,ruido,15.32901546,0.819776759,1.16133956,2.949952431,7.114999064,11.43599736,11.26521975,-22.78980743,-15.26893244,-22.74516918,-6.192800522,60.97821329,100,520,650,511,596,0
55,data/traffic_signs/Ceda_el_Paso/Cedapaso30.jpg,Ceda_el_Paso,15.06613611,0.834080518,1.01396648,3.110915948,7.974730886,9.888370233,12.12706613,-23.2838549,-16.11495287,-23.28675341,-5.131296158,62.89333457,147,1506,533,359,364,1
56,data/traffic_signs/Ceda_el_Paso/Cedapaso30.jpg,ruido,2187.295738,0.005745163,1.124,2.936224326,7.164845311,9.720826563,10.51660303,-21.29578709,14.4493034,20.64594455,-6.170619011,33.54368473,105,0,495,251,282,2
57,data/traffic_signs/Ceda_el_Paso/Cedapaso30.jpg,ruido,7808.453989,0.001609329,1.29245283,3.058558928,6.581794453,11.8487826,11.2683256,-23.30051514,-14.83990178,22.85289565,-6.62964344,46.47251817,148,3311,327,849,1097,3
58,data/traffic_signs/Ceda_el_Paso/Cedapaso31.jpg,ruido,15.28085435,0.822360473,1.218525,2.963634478,7.184843563,11.74403383,11.38792137,-23.09376313,-15.21573742,-23.11561427,-5.957816601,62.84884146,70,1240,506,470,569,0
59,data/traffic_signs/Ceda_el_Paso/Cedapaso31.jpg,Ceda_el_Paso,15.1368297,0.830185109,1.005449591,3.113200542,8.40403933,9.906514862,12.06392389,23.41841536,-16.71644254,-23.09292092,-5.388080597,61.4000493,113,2193,326,368,370,1
60,data/traffic_signs/Ceda_el_Paso/Cedapaso31.jpg,ruido,10773.35965,0.00116643,1.073746202,2.770046999,6.479974776,9.564326299,10.19606799,-20.58566391,13.45287699,20.09812425,-6.093330383,51.3689405,63,0,88,1018,1093,2
61,data/traffic_signs/Ceda_el_Paso/Cedapaso32.jpg,ruido,13.72383134,0.915660526,1.017621145,2.865003493,6.899102457,10.6608465,10.00229513,-20.33491015,-13.71075577,-21.49337299,-6.858548164,36.77191907,145,131,2020,232,228,0
62,data/traffic_signs/Ceda_el_Paso/Cedapaso32.jpg,ruido,13.89167303,0.904597351,1.030434783,2.769084757,6.41630304,10.28405731,10.12848427,20.71583058,13.35667058,20.37598169,-6.995049953,39.29750488,139,365,2008,238,231,1
63,data/traffic_signs/Ceda_el_Paso/Cedapaso32.jpg,ruido,13.72164325,0.915806539,1.056122449,2.690180208,6.462826568,9.264140465,9.96187984,-19.57489001,13.47639109,23.18600176,-7.152470589,33.40609422,113,3605,1840,208,197,2
64,data/traffic_signs/Ceda_el_Paso/Cedapaso32.jpg,Ceda_el_Paso,15.897954,0.790439488,1.076908988,3.037005645,8.531011994,9.339448411,11.98617671,-23.12913986,17.02585755,-22.67418981,-6.398077488,39.17090657,141,2055,434,484,454,3
65,data/traffic_signs/Ceda_el_Paso/Cedapaso33.jpg,ruido,13.72311949,0.915708023,1.005050505,2.688248003,5.984715052,8.714767408,10.37480749,20.25140526,-13.69802345,-19.97270291,-6.863197327,19.11277457,141,833,1945,200,199,0
66,data/traffic_signs/Ceda_el_Paso/Cedapaso33.jpg,ruido,13.75064649,0.913874895,1,2.712204083,5.63417897,9.922678438,10.57999153,-21.04451958,-13.41699937,-20.9332614,-6.689012051,16.11088352,147,616,1940,211,211,1
67,data/traffic_signs/Ceda_el_Paso/Cedapaso33.jpg,Ceda_el_Paso,15.91587423,0.789549505,1.108452401,3.041860196,7.964106554,9.364342018,11.71076232,22.69317962,15.83909472,-22.27828173,-6.382831573,40.44244879,144,2520,448,500,458,2
68,data/traffic_signs/Ceda_el_Paso/Cedapaso34.jpg,ruido,13.80072212,0.910558919,1.013761468,2.700284084,5.637606783,10.68473187,10.33415652,-21.88206622,-13.16886465,-20.84542733,-6.676449776,16.21287435,147,417,2029,222,219,0
69,data/traffic_signs/Ceda_el_Paso/Cedapaso34.jpg,ruido,13.78345731,0.911699462,1.014018692,2.684862072,5.650156247,9.28917903,11.18817687,21.42788513,-16.27771349,22.58926284,-6.876232624,16.66753776,142,647,2017,218,215,1
70,data/traffic_signs/Ceda_el_Paso/Cedapaso34.jpg,ruido,13.7141593,0.916306304,1.015384615,2.729656212,6.313215133,9.274145707,9.727620325,-20.24040507,12.98452431,-19.23056879,-7.128015995,33.15559713,119,3881,1797,199,196,2
71,data/traffic_signs/Ceda_el_Paso/Cedapaso34.jpg,Ceda_el_Paso,15.98510075,0.78613021,1.096602611,3.038597033,8.268647771,9.34145039,11.8606817,23.68793708,16.28500041,-22.46251535,-6.364840984,39.2918772,144,2404,416,496,464,3
72,data/traffic_signs/Ceda_el_Paso/Cedapaso35.jpg,Ceda_el_Paso,15.82945981,0.793859725,1.071748879,3.038760543,9.167925511,9.348481964,12.63667097,-23.80401152,17.81556194,23.75795131,-6.130058289,39.93058506,162,1703,511,479,447,0
73,data/traffic_signs/Ceda_el_Paso/Cedapaso36.jpg,ruido,13.76535986,0.912898082,1,2.669864596,5.615195286,9.734137904,9.982641841,-19.84952449,-13.28731106,-20.54911656,-6.710831642,16.1084281,161,223,2167,229,229,0
74,data/traffic_signs/Ceda_el_Paso/Cedapaso36.jpg,ruido,13.86631453,0.906251664,1.059907834,2.724156301,6.016793128,8.945202197,10.38824068,-20.84659264,-14.61300408,-20.06070626,-6.805323124,18.05960008,156,459,2162,231,218,1
75,data/traffic_signs/Ceda_el_Paso/Cedapaso36.jpg,ruido,13.72500513,0.915582216,1.090909091,2.673559549,6.30547709,9.153979457,9.762838798,-19.29564417,13.03070569,-19.48998671,-7.042633533,32.12341198,127,3692,2021,217,199,2
76,data/traffic_signs/Ceda_el_Paso/Cedapaso36.jpg,Ceda_el_Paso,15.82095665,0.794286395,1.085594013,3.036549361,8.422685375,9.352679961,12.39416122,24.4714283,16.69586957,-23.26843278,-6.17121315,39.70700493,152,2221,646,477,444,3
77,data/traffic_signs/Ceda_el_Paso/Cedapaso37.jpg,ruido,13.75135671,0.913827696,1.030172414,2.831093738,6.934431212,10.65462831,9.855767603,-20.1746849,-13.66974807,20.40828823,-6.732160091,35.59469721,145,6,1973,240,233,0
78,data/traffic_signs/Ceda_el_Paso/Cedapaso37.jpg,ruido,13.90038527,0.904030383,1.071748879,2.750757245,6.375621784,10.17729832,10.43777587,21.20045149,13.65852921,20.77380039,-6.86300087,37.45359051,139,253,1966,240,224,1
79,data/traffic_signs/Ceda_el_Paso/Cedapaso37.jpg,Ceda_el_Paso,15.87024101,0.791819772,1.075723831,3.032522739,8.496777539,9.313573333,12.15552562,-23.09970621,17.10826116,-22.99417218,-6.343094349,39.32331214,143,2040,453,484,450,2
80,data/traffic_signs/Ceda_el_Paso/Cedapaso38.jpg,Ceda_el_Paso,15.93823374,0.788441857,1.07032967,3.037112664,8.834036477,9.339277239,12.31475296,-23.17442987,-16.87229739,23.56925131,-6.220366955,39.4552711,130,1363,853,488,456,0
81,data/traffic_signs/Ceda_el_Paso/Cedapaso39.jpg,ruido,13.78715795,0.911454751,1.014084507,2.73178575,6.895933754,9.417405087,11.25739323,-21.68436216,16.76671208,-21.83033644,-6.919995308,37.39890768,122,225,2346,214,217,0
82,data/traffic_signs/Ceda_el_Paso/Cedapaso39.jpg,ruido,13.73514731,0.914906141,1.075471853,2.745128984,7.157460153,9.320068993,9.32475729,18.68160316,12.93419163,19.06405078,-6.832734108,35.55705247,127,7,2343,213,229,1
83,data/traffic_signs/Ceda_el_Paso/Cedapaso39.jpg,ruido,15.95129298,0.787796364,1.087912088,3.036559919,8.042996449,9.345671721,11.72125684,23.40536961,16.08246253,-22.25580891,-6.255831718,39.34760512,128,1923,936,496,456,2
84,data/traffic_signs/Ceda_el_Paso/Cedapaso39.jpg,Ceda_el_Paso,1763.765908,0.007124738,1.465517241,3.120222655,6.970531086,9.951408748,11.09210182,21.62986886,14.58883867,-22.18797143,-3.94138217,98.54667604,238,266,0,341,233,3
85,data/traffic_signs/Ceda_el_Paso/Cedapaso4.jpg,ruido,14.12242561,0.889816733,1.164750958,2.876551449,6.62071992,10.36265207,10.54374169,20.99879425,14.22243251,-22.0319906,-5.907364368,55.61903221,123,1829,2663,305,262,0
86,data/traffic_signs/Ceda_el_Paso/Cedapaso4.jpg,Ceda_el_Paso,15.40995261,0.815471074,1.070707071,3.04046654,8.185257669,9.387527015,12.1763073,23.09158679,16.47617886,-23.12736413,-6.022720337,37.46915958,70,1046,865,425,397,1
87,data/traffic_signs/Ceda_el_Paso/Cedapaso4.jpg,ruido,13.75823428,0.913370885,1.021276596,3.15884553,7.143170399,11.15454383,12.04893295,23.72423362,15.79597345,-23.92146465,-6.154362679,56.36324278,192,915,184,241,236,2
88,data/traffic_signs/Ceda_el_Paso/Cedapaso40.jpg,Ceda_el_Paso,15.94389021,0.788162139,1.09947796,3.03635466,8.873537949,9.325050183,12.98977568,24.63257887,-17.45389377,-24.17175305,-6.276731491,39.36089675,155,701,981,489,459,0
89,data/traffic_signs/Ceda_el_Paso/Cedapaso41.jpg,ruido,1676.272913,0.007496614,1.050458716,2.799842484,6.444369676,9.791331737,10.27498685,-20.55544035,13.51399492,20.39195328,-6.710569382,42.75085084,178,0,2039,219,230,0
90,data/traffic_signs/Ceda_el_Paso/Cedapaso41.jpg,ruido,13.70098861,0.917187144,1,2.887114813,7.463152097,10.71223803,9.484156897,19.58436176,13.22154332,20.60041776,-6.801269531,42.6696247,165,1717,1689,199,199,1
91,data/traffic_signs/Ceda_el_Paso/Cedapaso41.jpg,Ceda_el_Paso,15.78218354,0.796237769,1.073226545,3.042919841,8.760456007,9.373950015,12.39057225,-23.34435531,17.36051184,-23.54877125,-5.849239349,40.83208905,164,1784,554,470,438,2
92,data/traffic_signs/Ceda_el_Paso/Cedapaso42.jpg,Ceda_el_Paso,14.45138262,0.869561823,1.043771044,3.047338934,8.639898169,9.374139855,12.72832625,23.90334332,17.0488768,-23.96056399,-6.193639278,41.78534886,145,2094,765,311,298,0
93,data/traffic_signs/Ceda_el_Paso/Cedapaso43.jpg,Ceda_el_Paso,17.2606448,0.728035989,1.099442085,3.04697396,8.658052969,9.353336135,12.48112234,-23.39876567,-17.38218524,24.75839124,-5.949572086,37.57849196,131,2302,80,707,655,0
94,data/traffic_signs/Ceda_el_Paso/Cedapaso44.jpg,Ceda_el_Paso,14.87047184,0.845055271,1.056047198,3.047139219,8.347532447,9.373314857,12.30637076,23.26837818,16.48466586,-23.32934414,-6.084842682,40.19131507,132,2418,599,359,340,0
95,data/traffic_signs/Ceda_el_Paso/Cedapaso45.jpg,Ceda_el_Paso,14.81751608,0.848075382,1.047904192,3.057089978,8.469569394,9.401008383,13.02696341,24.25761224,17.34683036,-24.80672894,-5.844562531,41.59205655,144,1437,640,351,335,0
96,data/traffic_signs/Ceda_el_Paso/Cedapaso46.jpg,Ceda_el_Paso,14.74767032,0.852091913,1.048780488,3.049365269,8.812765984,9.372033783,13.50332564,24.96289512,18.25164348,25.45011493,-6.12668705,41.13321153,135,1889,671,345,329,0
97,data/traffic_signs/Ceda_el_Paso/Cedapaso47.jpg,Ceda_el_Paso,14.66552796,0.856864523,1.046875,3.044152873,8.388535497,9.35737125,12.54947834,23.50507292,16.79437345,-24.504157,-5.876117706,40.83628924,126,1674,1431,336,321,0
98,data/traffic_signs/Ceda_el_Paso/Cedapaso48.jpg,Ceda_el_Paso,14.73115059,0.853047461,1.042944785,3.049245602,8.534787761,9.365737869,13.93955868,25.60626143,18.42223003,-26.19366602,-5.854915142,41.15661911,132,1054,1371,341,327,0
99,data/traffic_signs/Ceda_el_Paso/Cedapaso49.jpg,Ceda_el_Paso,14.85304024,0.846047032,1.0625,3.040856534,8.338578742,9.336884305,12.22323776,-23.08477913,16.94200841,-23.25561729,-5.95972681,40.8483268,133,2613,787,358,337,0
100,data/traffic_signs/Ceda_el_Paso/Cedapaso5.jpg,ruido,14.0809357,0.892438605,1.310072527,2.888322358,6.57458884,10.32517276,10.83190508,22.28849648,-14.32774435,-21.41428537,-6.580120564,57.71951367,117,2671,2638,287,265,0
101,data/traffic_signs/Ceda_el_Paso/Cedapaso5.jpg,ruido,6223.917092,0.002019045,1.318777293,2.799115532,6.874687868,9.722281878,10.44901748,20.61961521,14.48540699,20.77955874,-6.549988747,51.69383825,90,0,1270,688,907,1
102,data/traffic_signs/Ceda_el_Paso/Cedapaso5.jpg,Ceda_el_Paso,15.12020331,0.831097992,1.059782609,3.040957712,9.310732448,9.385319245,14.08990783,26.42116025,-19.02160977,-25.84210892,-5.706392288,38.19159645,77,1933,854,391,369,2
103,data/traffic_signs/Ceda_el_Paso/Cedapaso5.jpg,ruido,13.7016831,0.917140655,1.017621145,3.159034552,7.178734007,10.81782287,11.80516818,23.14233339,15.47080186,-23.59303896,-6.200655937,54.51541092,212,1741,198,232,228,3
104,data/traffic_signs/Ceda_el_Paso/Cedapaso50.jpg,Ceda_el_Paso,14.75536941,0.851647307,1.055727554,3.042012883,8.409129805,9.357093783,12.38186788,23.65852462,16.59236035,-23.28749353,-6.015782833,40.85248533,126,2294,905,342,324,0
105,data/traffic_signs/Ceda_el_Paso/Cedapaso51.jpg,Ceda_el_Paso,14.82278413,0.847773974,1.050898204,3.043254432,8.302981548,9.361127971,12.37894155,23.29684113,16.53615909,-23.60083823,-6.009941101,40.42119641,124,2362,699,352,335,0
106,data/traffic_signs/Ceda_el_Paso/Cedapaso52.jpg,Ceda_el_Paso,14.83251136,0.847218,1.053731343,3.044321351,8.363572668,9.356969741,12.38594194,23.2819819,16.57086725,-23.74262368,-6.30496788,40.2680401,128,2290,638,354,336,0
